Code,German idioms,Literal translation,Meaning,Ambiguity,Valence M,Valence SD,Arousal M,Arousal SD,Familiar M,Familiar SD,Transparency M,Transparency SD,Figurative M,Figurative SD,Concreteness M,Concreteness SD,Knowledge of the idiomatic meaning ,Confidence M,Confidence SD,Length in letters,Length in words
506,an der Matratze horchen,to listen at the mattrass,to sleep,A,0.20,1.26,3.09,1.95,3.54,2.13,3.67,2.22,4.80,1.71,4.56,2.28,86,5.28,2.14,20,4
507,einen Dachschaden haben,to have a roof damage,to be crazy,A,-1.74,1.06,4.10,1.89,5.07,1.71,3.03,2.12,5.48,1.71,2.68,1.96,90,6.37,1.15,21,3
508,jemandem zur Hand gehen,to go to someone's hand,to help someone; to support someone,A,1.29,1.07,2.53,1.41,4.93,1.53,4.25,2.37,3.84,1.72,3.55,2.19,100,6.59,1.18,20,4
509,klar wie Kloßbrühe sein,clear as dumpling broth,something appears clear/obvious,A,1.03,0.95,3.10,1.95,4.80,1.81,4.42,2.13,4.44,1.88,2.58,2.00,96,4.46,2.37,20,4
510,auf dem Trockenen sitzen,to sit on the dry,to have no more supplies that are needed (nowadays in particular related to alcohol); to have no more means to advance,A,-1.23,1.12,3.45,2.03,5.03,1.54,3.84,2.11,4.69,1.56,3.28,2.05,84,4.96,2.01,21,4
511,auf der Bärenhaut liegen,to lie on the bear's skin,to be lazy; to relax and to not do anything,A,-0.20,1.36,2.48,1.50,3.50,2.00,2.89,2.31,4.56,1.74,2.66,1.97,96,6.19,1.42,21,4
512,auf die Barrikaden gehen,to go onto the barricades,to protest,A,-0.26,1.46,4.68,1.74,5.31,1.31,4.29,2.15,4.22,1.75,3.72,2.30,89,6.00,1.92,21,4
513,Augenwischerei betreiben,to practice eye wiping,to change facts; to be a hypocrite,A,-1.42,0.72,3.10,1.84,4.04,2.17,3.39,2.27,4.40,1.79,3.57,2.31,74,5.63,1.79,23,2
514,den richtigen Ton finden,to find the right tone,to express something in the correct manner,A,1.47,1.14,3.13,1.80,4.83,1.67,5.03,2.07,3.53,1.72,4.61,2.30,100,6.15,1.71,21,4
515,die Dinge richtigstellen,to place things right,to resolve a confusion,A,1.26,0.86,3.39,1.98,5.77,1.61,5.10,2.01,3.97,1.82,3.30,2.29,97,5.77,1.48,22,3
516,die Kacke ist am Dampfen,the shit is steaming,to be in big trouble; a situation is likely to cause problems,A,-1.97,0.84,5.00,1.89,5.24,1.66,3.03,2.27,5.81,1.47,4.06,2.37,89,6.24,1.15,20,5
517,die Katze im Sack kaufen,to buy the cat in the bag,to get into a situation without knowing what to expect,A,-1.48,0.63,3.77,1.91,5.07,1.84,3.33,2.23,5.56,1.72,3.35,2.03,90,5.14,2.31,20,5
518,die Nackenhaare sträuben,to raise hackles,to be horrified; to be scared,A,-1.58,0.72,4.45,1.63,4.93,1.71,4.97,1.80,4.41,1.52,5.50,2.06,89,6.47,1.22,22,3
519,ein Fels in der Brandung sein,to be a rock in the breakwater,to be immovable despite problems; to be a reliable person who does not get shaken by problems,A,2.10,0.94,4.06,1.81,4.73,1.76,5.22,2.12,4.72,1.84,3.54,2.30,85,5.65,2.03,24,6
520,etwas liegt mir schwer im Magen,something lies heavy in the stomach,something is difficult to understand; a situation is difficult to overcome,A,-1.45,1.15,3.97,1.74,5.76,1.43,5.03,1.82,4.48,1.57,4.57,2.16,97,6.12,1.18,26,6
521,Holz vor der Hütte haben,to have wood in front of the hut; to have timber in front of the cabin,to have big breasts (for women),A,0.97,0.89,3.20,1.92,4.50,2.01,2.19,2.13,5.84,1.34,3.16,2.44,93,6.70,0.92,20,5
522,jemandem blutet das Herz,someone's heart bleeds,to be sad; to be disheartened,A,-1.84,0.90,5.29,1.57,4.40,2.03,4.39,2.17,4.88,1.83,3.10,2.13,100,6.56,0.95,21,4
523,jemandem die Zunge lösen,to loosen someone's tongue,to make someone feel relaxed so they are more open,A,0.08,1.23,3.54,1.40,3.18,1.93,3.90,1.99,4.77,1.63,3.39,1.93,91,6.21,1.26,21,4
524,jemandem ein Ohr abkauen,to chew off someon's ear,to annoy someone with endless talks,A,-1.37,0.76,3.83,2.00,4.57,1.99,3.03,2.01,5.57,1.30,4.00,2.52,100,6.47,0.97,21,4
525,jemanden übers Ohr hauen,to throw someone over the ear,to deceive someone (often related to money),A,-2.00,0.82,4.94,1.41,5.55,1.45,3.13,2.14,5.34,1.31,3.48,2.35,96,5.71,1.54,21,4
526,sich in Schale schmeißen,to throw oneself into the bowl,to dress up; to put on nice clothes,A,1.19,1.01,3.29,1.90,4.93,1.84,3.10,2.21,5.29,1.49,3.28,1.87,100,6.17,1.05,21,4
527,übers Ohr gehauen werden,to get thrown over the ear,to get tricked (related to money),A,-2.19,0.75,4.45,1.63,5.40,1.71,3.03,2.15,5.69,1.53,3.83,2.34,97,6.80,0.61,21,4
528,wieder auf dem Damm sein,to be on the dam again,to be healthy again (after a sometimes long illness),A,1.42,0.85,2.97,1.43,4.83,1.81,3.13,2.11,5.35,1.70,3.18,1.59,93,6.46,0.98,20,5
529,an jemandes Lippen hängen,to stick/hang on someone's lips,to listen closely to what someone else says,U,0.29,1.13,3.77,1.80,4.86,1.68,3.90,2.18,5.10,1.49,4.41,1.97,83,6.55,0.74,22,4
530,der Groschen ist gefallen,the cent has fallen,to finally understand a joke/situation/statement,A,1.22,1.04,3.68,1.90,4.93,1.84,2.50,2.09,5.38,1.39,2.87,1.94,94,5.44,2.06,22,4
531,ein Brett vorm Kopf haben,to have a blank in front of the head,to be unable to see the obvious; to have difficulties to understand,A,-1.55,0.72,3.52,1.90,5.41,1.57,3.81,2.24,5.37,2.01,3.58,2.36,90,5.50,1.87,21,5
532,einen schweren Kopf haben,to have a heavy head,to have a headache; to be hung-over,A,-1.24,0.64,3.07,1.62,4.30,1.94,4.45,1.97,4.03,1.78,4.32,2.31,40,6.20,1.08,22,4
533,jemandem das Maul stopfen,to stuff/darn someone's muzzle,to brutally stop someone from speaking; to muzzle someone; a threat to be beaten,A,-2.00,0.73,5.03,1.64,4.69,1.73,4.77,1.89,4.58,1.31,4.19,2.12,79,6.21,1.52,22,4
534,jemandem den Mund stopfen,to stuff/darn someone's mouth,to brutally stop someone from speaking; to muzzle someone,A,-1.84,0.90,4.50,1.81,4.45,2.03,5.19,1.87,4.72,1.57,4.70,2.17,80,6.55,1.21,22,4
535,jemanden übers Knie legen,to place someone over the knee,to beat someone (this idiom is mostly used when an authority figure threatens to beat children),A,-1.56,1.13,4.26,1.95,3.90,1.94,4.35,2.30,3.38,1.81,4.60,2.28,45,5.23,2.03,22,4
536,keinen Pfennig mehr haben,to have no more cent,to have run out of money; having spent all money,A,-1.97,0.93,3.65,2.21,4.10,2.19,5.94,2.03,2.39,1.48,3.60,2.65,100,6.28,1.46,22,4
537,mit den Hühnern aufstehen,to get up with the chickens,to get up very early,A,0.17,1.34,2.72,1.87,4.00,2.04,5.16,1.92,3.75,2.00,4.57,2.22,100,6.41,0.91,22,4
538,sich auf die Lippe beißen,to bit oneself onto the lip,to refrain from saying something; not to say one's opinion,A,-1.06,1.03,3.55,1.55,4.03,2.28,4.66,2.22,3.29,1.90,5.81,1.76,87,6.70,0.60,21,5
539,über Tod und Teufel reden,to speak about death and the devil,to talk about every imaginable topic /every possible topic,A,-0.89,0.89,3.44,1.72,2.68,1.77,3.87,2.14,4.50,2.16,3.18,2.06,44,6.17,1.49,21,5
540,alte Rechnungen begleichen,to acquit old bills,to take revenge often after some time; to retaliate,A,0.03,1.49,3.97,1.89,4.69,2.00,4.90,1.99,3.94,1.74,3.03,2.31,93,5.76,1.90,24,3
542,auf dem Absatz kehrtmachen,to turn on the heel,to turn around and leave an unpleasant situation,A,-0.61,0.80,3.27,1.72,4.23,1.89,5.16,2.22,3.63,1.66,4.39,2.50,83,6.63,0.74,23,4
543,auf einer Wellenlänge sein,to be on the same wavelength,to have interests/ideas in common with someone,A,1.80,0.85,3.87,1.88,5.69,1.39,4.68,2.04,5.06,1.66,2.24,1.68,100,6.70,0.65,23,4
544,das Kind beim Namen nennen,to call the child by his/her name,to say what one means; to talk exactly about the relevant issue,A,0.63,1.01,3.48,1.81,4.73,1.78,3.81,2.23,4.41,1.81,3.29,2.08,100,5.57,1.87,22,5
545,den Gürtel enger schnallen,to tighten the belt,to be more careful with money; to watch more closely what to spend money on; to be more cautious with expenses,A,-1.06,0.93,3.70,1.78,4.97,1.80,4.48,2.14,4.19,2.04,4.10,2.35,100,5.57,2.18,23,4
546,den Mund nicht aufbekommen,to be unable to open the mouth,to be unable to speak; to be shy,A,-1.13,0.56,3.65,1.89,5.17,1.79,5.57,1.99,3.50,2.09,5.06,2.28,100,5.76,1.81,23,4
547,den Schalk im Nacken haben,to have the rogue in the neck,someone is in a good mood; to have fun,A,-0.07,1.41,3.83,1.72,3.83,1.87,2.94,2.12,4.97,1.75,2.63,2.16,88,6.34,1.29,22,5
548,Dieser Zug ist abgefahren!,This train has left!,it is too late to do something/to make amendments; a chance/opportunity has been missed,A,-1.68,0.91,3.61,1.87,5.10,1.63,4.53,2.15,4.06,1.48,3.14,2.40,100,3.87,2.60,23,4
549,einen falschen Ton treffen,to catch the wrong tone,to say something inappropriate,A,-1.23,0.56,3.23,1.61,4.38,2.06,4.81,2.06,4.06,1.63,4.50,2.13,80,6.76,0.51,23,4
550,etwas auf dem Kasten haben,to have something on the cupboard,to know something; to be street-smart; to be well versed in something; to be competent in something; to have potential,A,2.03,0.66,3.23,1.82,5.14,1.53,2.56,2.26,5.88,1.48,2.19,1.72,100,6.33,1.12,22,5
551,Jetzt haben wir den Salat!,Now we have the salad!,to have new troubles/chaos; to be in a difficult situation,A,-1.44,0.80,3.42,1.96,4.90,1.79,2.19,1.94,5.38,1.83,2.52,2.01,85,6.62,0.80,22,5
552,keinen Finger krumm machen,not to bend a finger,to be lazy; not to do any work,A,-1.58,0.92,3.00,1.66,5.20,1.85,4.22,2.06,4.22,2.00,4.68,2.17,100,6.50,1.30,23,4
553,nah am Wasser gebaut sein,to be built close to the water,to start crying in even the smallest occasions; to be sentimental,A,-0.87,0.81,3.97,1.86,5.07,1.46,3.06,2.31,5.88,1.21,3.27,2.00,97,6.44,1.01,21,5
554,sich auf die Socken machen,to make oneself onto the socks,to get going; to leave a place,A,0.65,0.75,2.97,1.97,5.52,1.77,3.68,2.23,4.59,1.83,3.35,2.01,97,6.28,1.36,22,5
555,wie ein Schlosshund heulen,to cry like a lap dog,to cry a lot,A,-1.77,0.88,4.73,1.48,3.72,1.98,5.00,1.73,4.58,1.86,4.46,2.15,88,5.74,1.81,23,4
556,dem Wein tüchtig zusprechen,to heartily award the wine ,to drink a lot of wine,A,-0.83,1.01,3.33,2.04,2.88,1.75,3.86,2.30,3.66,1.74,3.93,2.23,96,5.35,2.21,24,4
557,jeden Cent zweimal umdrehen,to turn every cent twice,to be careful with money; to watch closely how much money one spends,A,-1.22,1.21,3.61,1.99,4.60,1.89,4.56,2.27,3.78,1.68,4.21,2.40,100,5.66,1.88,24,4
558,jemandem auf den Leim gehen,to go on someone's glue,to get tricked/deceived,A,-1.73,0.83,3.71,1.77,4.69,1.89,3.30,2.09,5.44,1.41,3.26,1.95,86,6.62,0.86,23,5
559,jemandem die Flügel stutzen,to cut someone's wings,to tell someone what you think about them/their actions; to bring someone back to reality,U,-1.68,1.05,4.13,1.52,3.59,2.24,4.19,1.69,5.50,1.52,3.53,2.39,96,5.89,1.28,24,4
560,jemanden auf den Arm nehmen,to take someone onto the arm,to make fun of someone; to mock someone,A,-0.68,0.98,3.80,1.81,5.86,1.41,2.56,2.11,5.55,1.55,4.06,2.31,100,6.79,0.41,23,5
561,noch in den Windeln stecken,to still be in diapers/nappies,to be naive/immature/unexperienced (for projects but also in relation to people),A,-0.94,0.73,2.84,1.63,3.61,2.20,4.84,2.07,4.00,2.02,4.10,2.40,92,6.64,0.62,23,5
562,sein letztes Hemd verlieren,to lose one's last shirt,to lose everything,A,-2.10,0.79,4.10,2.13,4.44,1.91,5.25,2.00,4.35,1.68,3.20,2.25,96,6.22,1.40,24,4
563,alle Hände voll zu tun haben,to have all hands full to do,"to be very busy, to have a lot of things to do",A,0.06,1.31,3.06,1.79,5.63,1.67,6.09,1.40,3.97,1.71,4.35,2.33,100,6.07,1.46,23,6
564,alles über den Haufen werfen,to throw everything over the pile,to give up or change every plan; to amend the planned situation,A,-1.32,0.98,4.29,1.74,5.10,1.63,2.93,2.13,4.59,1.64,3.03,1.91,88,5.52,1.91,24,5
565,alles unter ein Dach bringen,to bring everything under one roof,"to organize everything; to manage, to organize all tasks, to manage several tasks at the same time",A,1.32,0.79,3.03,1.74,4.90,1.82,4.32,2.14,4.77,1.55,3.13,2.24,79,5.89,1.76,24,5
566,an den Klapperstorch glauben,to believe in the storch,to be inexperienced; to believe in a lot of things that are not true; to be naive,A,-1.07,0.87,2.70,1.51,3.64,2.16,3.03,2.24,4.42,2.08,2.47,1.98,96,6.43,0.84,25,4
567,Das ist doch kein Beinbruch,That is no fracture of the leg!,what happened is not the end of the world - life continues even if it does not look like it at the moment; it is not that bad,A,1.03,0.84,3.57,1.70,4.90,1.95,4.33,2.25,4.63,1.81,3.42,2.43,93,6.04,1.45,23,5
568,das Licht der Welt erblicken,to glimpse the light of the world,to be born,A,1.88,1.41,3.90,2.14,5.30,1.64,4.77,2.11,3.72,1.69,5.58,1.95,100,6.52,0.78,24,5
569,den Kopf nicht hängen lassen,not to let the head hang,not to dispair/ lose hope/ give up,A,1.13,0.99,3.29,1.64,6.21,1.21,5.19,2.13,3.66,1.70,4.13,2.53,96,5.78,1.69,24,5
570,die Beine in die Hand nehmen,to take the legs into the hand,to run fast; to run away,A,0.13,1.04,3.74,1.86,5.07,1.58,3.13,2.12,5.06,1.75,3.97,2.12,100,6.32,1.42,23,6
571,die Hände in den Schoß legen,to put the hands in the lap,to do nothing about a situation,A,-0.90,0.87,2.48,1.39,5.00,1.83,4.35,1.92,4.50,1.72,4.62,2.38,88,6.47,1.27,23,6
572,jemanden um die Ecke bringen,to bring someone around the corner,to kill someone,A,-2.42,0.89,4.90,1.90,4.55,1.74,2.39,2.12,5.77,1.59,3.39,2.38,97,6.19,1.08,24,5
573,mit dem linken Fuß aufstehen,to get up with the left foot,everything that happened since getting up has gone wrong; to have an unlucky day,A,-1.22,0.79,3.27,1.74,4.83,1.83,2.87,2.20,4.75,1.81,4.19,2.37,90,6.11,1.59,24,5
574,über Gott und die Welt reden,to talk about God and the world,to talk about every imaginable topic /every possible topic,A,0.55,0.77,2.71,1.47,5.66,1.54,4.97,1.99,4.10,1.64,3.71,2.29,96,6.24,0.95,23,6
575,auf dem falschen Dampfer sein,to be on the wrong steamboat,to be wrong; to believe something that is wrong,A,-1.16,0.52,3.13,1.61,4.53,1.87,4.84,1.95,4.61,1.94,2.64,1.97,83,6.58,0.95,25,5
576,jemanden auf dem falschen Fuß erwischt haben,to catch someone on the wrong foot,to surprise someone unexpectedly either at the wrong time or when the person is in a bad mood or both,A,-1.23,0.72,3.42,1.71,4.80,1.63,3.16,2.22,5.06,1.48,2.97,1.99,79,6.38,1.02,38,7
577,die Katze aus dem Sack lassen,to let the cat out of the bag,to finally tell/reveal the truth,A,0.13,1.23,3.97,1.70,5.17,1.67,2.71,1.95,5.03,1.92,4.03,2.36,87,6.45,1.06,24,6
578,eine andere Tonart anschlagen,to strike a different tonality,to change one's way of speaking with someone; to be more assertive and strict,A,-0.61,0.99,3.71,1.55,4.07,1.93,4.58,1.93,4.31,1.42,4.77,2.25,77,5.93,1.25,26,4
579,jemanden nicht riechen können,to be unable to smell someone,to dislike someone; to feel animosity against someone,A,-1.52,1.21,3.97,1.87,5.30,1.70,4.41,2.08,4.06,1.95,4.55,2.20,97,6.48,0.93,26,4
580,mit einem Fuß im Grabe stehen,to stand in the grave with one foot,to be in a situation where one could have easily died,A,-2.29,0.82,4.71,1.79,3.53,1.72,5.45,1.71,4.50,1.88,3.87,2.26,81,6.00,1.62,24,6
581,mit verdeckten Karten spielen,to play with covered cards,to be deceptive; to be dishonest,A,-0.88,1.07,3.45,1.84,4.37,2.17,5.13,2.00,3.63,1.56,3.13,2.33,94,5.79,1.91,26,4
582,den Nagel auf den Kopf treffen,to strike the nail on the head,to talk about the precise issue/topic,A,1.44,1.08,3.90,1.77,5.50,1.66,4.59,2.12,4.69,1.82,3.90,2.55,88,6.46,0.92,25,6
583,jemanden in die Wüste schicken,to send someone into the desert,to get rid of someone (mostly in a relationship),A,-1.59,1.13,4.23,1.63,4.41,1.96,4.50,2.06,5.09,1.59,3.58,2.33,86,6.34,1.33,26,5
584,für jemanden durchs Feuer gehen,to go through fire for someone,to be ready to do anything for someone else;,A,1.80,1.19,5.35,1.36,5.52,1.40,5.13,2.14,5.09,1.82,3.77,2.32,90,5.68,1.42,27,5
585,sich in die eigene Tasche lügen,to lie into one's own pocket,to lie to oneself; to be unable to see the truth; to deceive oneself,A,-1.73,0.64,3.72,1.81,3.58,2.00,3.59,2.15,4.83,1.56,2.28,1.65,89,6.31,1.26,26,6
586,völlig aus dem Häuschen sein,to be completely out of the little house,to be very excited; to be very happy about something,A,1.06,1.59,4.97,1.74,4.86,1.98,2.94,2.14,5.00,1.91,2.53,1.78,93,6.16,1.75,24,5
587,einen empfindlichen Nerv treffen,to catch a sensitive nerve,to talk about a sensitive issue; ,A,-1.00,1.15,4.77,1.48,5.10,1.76,5.59,1.85,3.58,1.52,4.58,2.14,91,5.14,2.10,29,4
588,etwas an die große Glocke hängen,to hang something onto the big bell,to tell information to everyone; to gossip,A,-0.81,0.78,3.90,1.79,5.13,1.81,3.43,2.16,5.47,1.37,3.61,2.08,96,5.79,1.84,27,6
589,alte Kamellen wieder hervorkramen,to rummage out old camomiles,"to dig out old jokes, stories that are already known",A,-1.24,0.79,3.26,1.79,4.03,2.03,3.69,2.04,5.26,1.57,3.07,1.98,93,6.42,1.20,30,4
590,etwas auf die lange Bank schieben,to push something onto the long bench,to delay an unpleasant task; to postpone something,A,-1.28,0.46,2.97,1.58,4.63,1.90,3.23,2.42,5.13,1.68,2.86,1.87,96,6.27,1.00,28,6
591,sich vor Angst in die Hose machen,to make into your trousers out of fear,to be extremely scared,A,-2.00,0.93,5.16,1.90,4.97,1.88,6.13,1.50,3.84,1.80,5.10,2.22,97,5.47,1.81,27,7
592,aufs Abstellgleis geschoben werden,to get pushed onto the holding tracks,to get neglected; become redundant,A,-2.10,0.70,4.31,2.11,4.03,2.16,5.22,1.88,4.63,1.86,3.52,2.20,88,6.56,1.05,31,4
593,beim ersten Hahnenschrei aufstehen,to get up at the first cock crow,to get up very early; to get up as early as chickens,A,0.16,1.16,2.61,1.73,3.31,2.04,5.78,1.88,3.16,1.72,4.94,2.14,96,6.29,1.30,31,4
594,die ganze Nacht kein Auge zumachen,not to close one's eye for the whole night,to be unable to sleep for most parts of the night mainly because one is worried about something or someone,A,-1.48,0.93,4.32,1.68,5.38,1.74,6.10,1.80,3.25,1.74,4.59,2.51,96,6.37,1.33,29,6
595,einen Sprung in der Schüssel haben,to have a crack in the bowl,to be crazy,A,-1.66,0.83,3.84,1.75,4.90,1.69,2.84,2.07,5.28,1.61,3.10,2.18,93,6.27,1.34,29,6
596,jemandem die kalte Schulter zeigen,to show someone the cold shoulder,to ignore someone,A,-1.69,0.78,4.52,1.79,4.93,1.74,3.50,1.98,4.53,1.68,3.68,2.04,100,6.47,0.97,30,5
597,jemandem Sand in die Augen streuen,to spread sand into someone's eyes,to deceive someone; to cover something up,A,-1.81,0.87,4.04,1.68,3.89,1.99,4.10,2.12,5.44,1.58,4.61,2.49,89,5.76,1.38,29,6
598,nicht alle Tassen im Schrank haben,not to have all cups in the cupboard,to be crazy,A,-1.63,0.85,4.58,1.77,5.59,1.40,2.91,2.45,5.84,1.53,2.42,2.09,97,6.52,1.15,29,6
599,etwas wie seine Westentasche kennen,to know something as one's own westcoat pocket,to know something (mostly a place) very well,A,1.61,1.15,2.77,1.65,4.90,1.69,5.00,1.79,4.41,1.83,3.35,2.33,97,6.18,1.50,31,5
600,jemanden aufs Abstellgleis schieben,to push someone onto the holding track,to neglect someone; to stop caring for someone,A,-1.81,0.75,3.86,1.66,4.07,2.18,4.75,1.95,5.09,1.67,3.16,1.97,70,6.62,1.27,32,4
601,als Kind zu heiß gebadet worden sein,to get bathed too hot as a child,to be a little bit crazy,A,-1.69,0.71,3.75,2.03,3.80,1.68,2.90,2.04,5.33,1.69,4.07,2.32,58,6.40,1.00,30,7
602,etwas geht jemandem gegen den Strich,something goes against someone's line,to be unhappy/dissatisfied with something; to disagree with an action/someone,A,-1.35,0.71,4.06,1.59,5.17,1.89,3.32,2.21,5.32,1.51,2.52,1.81,100,5.88,2.05,31,6
603,bei jemandem ist eine Schraube locker,someone's screw is loose,to be/act crazy,A,-1.48,0.89,3.77,1.94,5.66,1.32,3.06,1.90,5.44,1.52,2.68,2.06,100,6.66,1.01,32,6
604,jemandem etwas ins Gesicht schleudern,to dart something into someone's face,to attack someone verbally; to bluntly say the truth,A,-2.06,0.76,4.45,1.65,3.52,1.99,4.61,1.94,4.00,1.83,4.84,1.85,92,6.69,0.69,33,5
605,sich auf seine vier Buchstaben setzen,to sit oneself onto one's four letters,to sit down on (four letters mean the ass),U,-0.29,0.78,3.03,1.96,4.83,2.02,3.28,2.57,5.23,1.87,3.30,2.28,97,6.00,1.57,32,6
606,sich ein paar hinter die Binde kippen,to tilt a couple behind the bandage,to drink an alcoholic beverage; to get drunk,A,-1.00,0.83,3.16,1.73,4.53,1.87,2.90,2.23,5.42,1.59,3.45,2.26,100,6.10,1.23,31,7
607,bei jemandem einen Stein im Brett haben,to have a stone in someone's plank,to be likeable; to be liked by someone,A,1.27,1.20,4.10,1.80,5.00,1.81,2.63,2.17,5.56,1.46,2.23,1.69,96,6.82,0.48,33,7
608,den Teufel an die Wand malen,to paint the devil onto the walls,to see a problem where there might not be one; to expect the worst; to be pessimistic,A,-1.69,0.97,4.42,1.71,5.47,1.41,3.28,2.19,5.59,1.50,3.40,2.34,90,6.25,1.22,23,6
609,sich die Radieschen von unten anschauen,to look at radishes from below ,to be dead,A,-2.33,0.99,4.52,2.08,4.39,1.93,3.53,2.18,5.70,1.68,4.07,2.42,100,6.71,0.71,34,6
610,jemanden über die Klinge springen lassen,to let someone jump over the blade,to get someone into troubles; ,A,-2.13,1.07,4.83,1.75,4.00,1.81,3.03,2.09,5.35,1.72,3.10,2.20,75,6.13,1.22,35,6
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
